,CTL,1.25xCO2,1.5xCO2,1.75xCO2,2xCO2,3xCO2,4xCO2,6xCO2,8xCO2
0189-04-15 00:00:00,0.3958969,0.22642708,-0.3871193,0.6065941,0.081855774,-0.39224243,0.054304123,-0.78858185,-0.1402092
0189-05-15 00:00:00,0.308918,-0.09072876,-0.2642765,0.39538383,-0.010461807,-0.40309334,0.10992241,-0.82538414,0.15571976
0189-06-15 00:00:00,0.60141754,-0.37825966,-0.35164833,0.059326172,-0.27892685,-1.0278759,0.28209496,-0.7237377,0.17772675
0189-07-15 00:00:00,0.7694073,-0.5737686,-0.10202789,-0.24607849,-0.60754395,-1.9269733,0.27768898,-0.82191277,0.40092468
0189-08-15 00:00:00,0.54335403,-0.69179916,0.2602558,-0.65694237,-0.62664604,-1.9843445,-0.23656082,-1.0109444,0.49181366
0189-09-15 00:00:00,0.29742813,-0.88240814,0.5228863,-0.8345318,-0.5530758,-2.2279625,-0.53993416,-1.1887703,0.6100006
0189-10-15 00:00:00,0.27261353,-0.8483105,0.7297249,-0.83122635,-0.617321,-2.2386093,-0.6436405,-1.3517628,0.39008713
0189-11-15 00:00:00,0.039247513,-0.8399105,0.9506073,-0.673851,-0.76597404,-2.241516,-0.504488,-1.5052528,0.22035217
0189-12-15 00:00:00,-0.05265999,-0.7144928,1.1352787,-0.7985554,-0.92490005,-2.136835,-0.36848068,-1.5829754,0.1984253
0190-01-15 00:00:00,0.09311485,-0.48028946,1.1953812,-0.88025475,-0.7280083,-1.7130604,-0.80166435,-1.2239723,0.42526627
0190-02-15 00:00:00,0.499403,-0.5290928,1.1497288,-0.677145,-0.90026665,-1.1149864,-1.1786289,-0.796669,0.6908722
0190-03-15 00:00:00,0.8100796,-0.38039207,0.82855606,-0.8205776,-1.0665627,-0.47476578,-1.3244514,-0.25097847,0.6002426
0190-04-15 00:00:00,0.75966454,-0.21671295,0.74721146,-0.86281586,-1.0011959,-0.25637245,-1.2146301,0.09124756,0.6500282
0190-05-15 00:00:00,1.0061626,0.1040287,0.5388527,-0.617527,-1.1271744,-0.35046577,-0.96084595,-0.07695389,0.5470543
0190-06-15 00:00:00,1.0261936,0.34138298,0.13056755,-0.18669319,-1.1193924,-0.28861237,-0.8228798,-0.047031403,0.67617035
0190-07-15 00:00:00,0.730566,0.5104389,-0.43680763,0.09406662,-1.1720448,-0.10591698,-0.81014824,0.14503479,0.5779495
0190-08-15 00:00:00,0.16738701,0.53388214,-0.61000824,0.43305397,-0.93488693,-0.21084785,-1.1058025,0.3553009,0.3257103
0190-09-15 00:00:00,-0.0651474,0.39946747,-0.8482876,0.8188057,-0.8292732,-0.30145073,-1.2390537,0.44083214,-0.014057159
0190-10-15 00:00:00,-0.26885605,0.43373108,-1.1059475,1.0457115,-0.501482,-0.3671322,-1.3253345,0.40976143,0.1031456
0190-11-15 00:00:00,-0.32933807,0.3637638,-0.7562103,1.2120686,-0.35528374,-0.48017693,-1.4133701,0.34505844,0.23595428
0190-12-15 00:00:00,-0.33499146,0.370718,-0.6344013,1.3989754,-0.43434715,-0.391119,-1.1122856,0.41902924,0.32670975
0191-01-15 00:00:00,-0.37662506,0.33680725,-0.51958656,1.2527161,-0.5510597,-0.14378548,-0.56609154,0.49336624,0.44813156
0191-02-15 00:00:00,-0.27583694,0.027208328,-0.45292854,1.1194592,-0.5447464,-0.073013306,-0.07049179,0.54024315,0.38497543
0191-03-15 00:00:00,-0.097631454,0.28497887,-0.3468151,0.81233597,-0.4086647,-0.2580986,0.28847122,0.27671814,0.5726967
0191-04-15 00:00:00,-0.11144638,0.5880871,-0.36556816,0.18844986,-0.32709122,-0.25907516,0.25894165,0.06676102,0.5754738
0191-05-15 00:00:00,-0.08284569,0.66716576,-0.38406563,0.01530838,-0.030216217,-0.3345909,0.14777756,-0.009109497,0.26346588
0191-06-15 00:00:00,0.07598305,0.6786213,-0.574625,-0.53149605,0.26104355,-0.15815926,0.32310867,-0.1590805,0.23741913
0191-07-15 00:00:00,0.24147987,0.7287388,-0.5027065,-1.0005798,0.44771576,-0.076086044,0.69804,-0.06968689,0.21360016
0191-08-15 00:00:00,0.26903725,0.78744125,-0.6303425,-1.1904564,0.7348995,-0.27571297,1.1048489,-0.09330368,0.44221878
0191-09-15 00:00:00,0.39102936,0.9577656,-0.8042164,-1.2817345,0.78564644,-0.4045887,1.026432,-0.13191795,0.692894
0191-10-15 00:00:00,0.37968636,1.2889347,-1.0511723,-1.4243641,0.7829437,-0.58312607,0.7351837,-0.19659233,0.68210983
0191-11-15 00:00:00,0.5641403,1.3723068,-0.98308563,-1.2612705,0.60123634,-0.8298321,0.6440582,0.014936447,0.7402077
0191-12-15 00:00:00,0.5649185,1.2527008,-0.99128723,-1.1827374,0.5966244,-0.8761482,0.7309513,0.24489212,0.4970894
0192-01-15 00:00:00,0.55760574,1.2869854,-0.95158386,-1.0218372,0.7520504,-0.565691,0.71507454,0.26905823,-0.060157776
0192-02-15 00:00:00,0.52412987,1.123394,-0.6182518,-0.40904045,0.8801708,-0.18229294,0.8574848,0.27642632,-0.37229538
0192-03-15 00:00:00,0.6392689,0.8929882,-0.37534523,0.15181923,1.1976585,0.023563385,0.88902855,0.039352417,-0.62674904
0192-04-15 00:00:00,0.8136158,0.55477715,-0.06915474,0.18146896,1.2045727,0.2718811,0.9549236,-0.05492592,-0.91295624
0192-05-15 00:00:00,0.67731476,0.07669449,0.008308411,0.19183922,1.0408554,0.28717232,0.8880997,-0.04522705,-0.70240784
0192-06-15 00:00:00,0.88938713,-0.38107872,0.18912125,0.2603016,0.8794613,0.5222359,0.86387634,-0.18424988,-0.7450218
0192-07-15 00:00:00,1.0909538,-0.7829132,0.46215248,0.33600426,0.83244324,0.8192272,1.1733971,-0.37686348,-1.0788898
0192-08-15 00:00:00,1.1597881,-0.9637165,0.48904037,0.60601807,0.5210228,1.2874603,1.5203419,-0.5217171,-1.3202896
0192-09-15 00:00:00,0.82193375,-1.3244438,0.6999569,0.3287182,0.62148094,1.3153133,1.2936249,-0.519001,-1.2065163
0192-10-15 00:00:00,0.86504364,-1.3825092,0.69773865,0.32338142,0.6319771,1.3162003,0.89011955,-0.62340736,-0.73633194
0192-11-15 00:00:00,1.2710838,-1.5317402,0.63801765,0.39185524,0.5972805,1.2114601,0.9238014,-0.4651165,-0.54442596
0192-12-15 00:00:00,1.1989708,-1.4570026,0.585371,0.39627266,0.59617233,1.200325,0.75395584,-0.4542389,-0.8295746
0193-01-15 00:00:00,1.1839008,-1.3480682,0.51390266,0.38603973,0.3553505,1.1018829,0.59555054,-0.40280914,-0.928833
0193-02-15 00:00:00,1.009676,-0.8978596,0.5428562,0.51260376,0.037654877,1.4953346,0.7101097,-0.036623,-0.63960266
0193-03-15 00:00:00,0.39626122,-0.72327995,0.39739418,0.32780838,-0.17457962,1.154974,0.81500816,0.12568855,-0.50107193
0193-04-15 00:00:00,-0.033042908,-0.84124565,0.16327095,-0.12975883,-0.4206009,0.856493,0.5674572,0.11328888,-0.71767616
0193-05-15 00:00:00,-0.25414467,-0.8180237,0.29449844,-0.14408112,-0.27362633,0.7060337,0.3721714,-0.05055237,-0.67082596
0193-06-15 00:00:00,-0.5965805,-0.65210724,0.5523548,-0.263134,-0.49451065,0.51496315,0.34243965,0.14109421,-0.57592773
0193-07-15 00:00:00,-0.5650654,-0.44006157,0.69867516,-0.06337166,-0.6317463,0.50564766,0.3680706,0.3257637,-0.3408394
0193-08-15 00:00:00,-0.49855232,-0.4153633,0.5912628,0.046611786,-0.37678146,0.48279572,0.4218502,0.70801926,-0.25801086
0193-09-15 00:00:00,-0.6933689,-0.5879822,0.25089455,-0.031503677,0.12651825,0.70856667,0.36727142,1.092001,-0.09931183
0193-10-15 00:00:00,-0.4887352,-0.6746197,0.44908333,0.014350891,0.28123856,1.0975018,0.2039032,1.2977753,-0.20604706
0193-11-15 00:00:00,-0.5079651,-0.60783195,0.34200478,0.019031525,0.2791977,1.3834133,0.38879585,1.19981,-0.24676132
0193-12-15 00:00:00,-0.47824478,-0.5372143,0.23090553,0.087623596,0.2177906,1.4707317,0.2732296,1.1520462,-0.28528976
0194-01-15 00:00:00,-0.28865623,-0.31219673,0.17517662,0.26262665,0.17282677,1.1797543,0.26048088,1.1603584,-0.48792648
0194-02-15 00:00:00,-0.13324547,0.1353054,0.3827381,0.3709488,0.029031754,0.74814224,0.19312477,1.2761288,-1.2274532
0194-03-15 00:00:00,-0.013345718,0.24681473,0.3845539,0.10607529,-0.023563385,0.2771225,0.05542755,1.014534,-1.268774
0194-04-15 00:00:00,0.11914635,0.269804,-0.14704132,-0.2915802,0.041893005,-0.09026146,-0.0826416,0.5072136,-1.2311172
0194-05-15 00:00:00,0.21213913,0.2341423,-0.7366867,-0.42329597,0.0068473816,-0.031150818,-0.039058685,0.22500229,-1.0289898
0194-06-15 00:00:00,0.23133469,0.23889351,-0.9804554,-0.1102581,0.26042175,0.03949356,-0.30896568,-0.24282837,-0.8674431
0194-07-15 00:00:00,-0.028337479,0.08953667,-1.2399063,0.09154892,0.53507614,0.27139091,-0.70902824,-0.58561707,-0.5657501
0194-08-15 00:00:00,-0.141325,-0.21508598,-1.2792225,0.15098572,0.73680115,0.18839264,-1.2227917,-1.0603008,-0.40441132
0194-09-15 00:00:00,-0.118587494,-0.07261658,-1.3268032,0.05498886,0.7587166,0.055049896,-1.4767075,-1.5710945,-0.5854759
0194-10-15 00:00:00,-0.1353302,-0.119716644,-1.4007759,0.15362167,0.67840385,0.21209526,-1.397398,-1.4872818,-0.74886703
0194-11-15 00:00:00,-0.16265106,-0.23549843,-1.6736336,0.11646271,0.55965805,0.323843,-1.1968937,-1.4035225,-0.80262375
0194-12-15 00:00:00,-0.007713318,-0.2447834,-1.8184528,-0.009710312,0.3910637,0.34536934,-1.056015,-1.3014507,-0.6797943
0195-01-15 00:00:00,0.13472748,-0.40191078,-1.6723709,-0.046028137,0.3309536,0.33522034,-0.91560364,-1.4237576,-0.95744705
0195-02-15 00:00:00,0.5515137,-0.37525558,-1.6752224,0.25764847,0.18071365,0.2996006,-0.6525917,-1.4547215,-0.8997841
0195-03-15 00:00:00,0.75519943,-0.43385315,-1.6021729,0.48109627,0.07609749,0.2548027,-0.26594162,-1.3447475,-0.5999718
0195-04-15 00:00:00,0.8846626,-0.49277687,-1.3727646,0.3845501,0.10907364,0.23090744,0.026088715,-1.1881084,-0.31357193
0195-05-15 00:00:00,0.7531376,-0.6520214,-0.93507004,0.2555809,-0.1814518,0.3337288,0.015068054,-1.0216064,-0.43257523
0195-06-15 00:00:00,0.8989754,-0.4009819,-0.6878929,0.07203102,-0.25948715,0.17883873,0.06893921,-0.9029312,-0.20932007
0195-07-15 00:00:00,1.1450405,-0.09869957,-0.56139946,-0.08727074,-0.70702934,0.072439194,0.29250526,-0.79551506,-0.03993225
0195-08-15 00:00:00,1.6283073,-0.13846207,-0.69309044,-0.63280106,-0.9170208,0.065050125,0.40407753,-1.0795212,0.18123245
0195-09-15 00:00:00,1.5020409,-0.39971542,-0.7193546,-0.94109726,-0.84285164,0.24930573,0.38404655,-1.0952301,0.20162201
0195-10-15 00:00:00,1.3696918,-0.3254242,-0.8990917,-0.96443176,-0.9984226,0.47792053,0.5096283,-1.0338421,0.083229065
0195-11-15 00:00:00,1.5312004,-0.11323166,-0.9765549,-0.7342491,-1.312027,0.6205406,0.5407448,-1.044899,0.04307556
0195-12-15 00:00:00,1.7007542,0.16035843,-0.8040161,-0.74640656,-1.2279758,0.6236286,0.43353462,-0.72533417,0.09434891
0196-01-15 00:00:00,1.5411415,0.48479843,-0.8395405,-0.93649864,-1.0253258,0.5948391,0.417387,-0.5024662,0.31515884
0196-02-15 00:00:00,1.2717972,0.54986,-0.6170025,-0.6521416,-0.857811,0.3203106,0.35935783,-0.15033531,0.49928665
0196-03-15 00:00:00,1.0946274,0.67531776,-0.46953583,-0.43626022,-0.73913574,0.060396194,0.47499657,0.10862732,0.48321533
0196-04-15 00:00:00,0.93333244,0.65940094,-0.28126717,-0.10367203,-0.4917183,-0.11188698,0.3654766,0.21442413,0.3624115
0196-05-15 00:00:00,0.1568203,0.56725883,-0.20783806,-0.046089172,-0.3920784,0.045513153,0.23920822,0.2886696,0.35227203
0196-06-15 00:00:00,-0.8622246,0.63134193,0.066308975,0.15079308,-0.097091675,0.087244034,0.16814423,0.23673248,0.2695198
0196-07-15 00:00:00,-1.2980728,0.7740898,0.26270485,0.121421814,0.1108284,0.14318848,0.046489716,0.38035202,0.36581802
0196-08-15 00:00:00,-1.6789494,0.9218826,0.4411106,-0.31808853,0.44497108,-0.31768608,0.30047607,0.5438576,0.43066406
0196-09-15 00:00:00,-1.7668076,0.8823166,0.4635296,-0.22813225,0.39626312,-0.36009598,-0.039243698,0.5424614,0.32266617
0196-10-15 00:00:00,-1.9660072,0.8237057,0.3765316,-0.0011997223,0.50452995,-0.3916912,-0.4362297,0.3126068,0.4018364
0196-11-15 00:00:00,-2.250885,0.935688,0.3521042,-0.22226906,0.62958145,-0.43883896,-0.64665794,0.32754517,0.4737816
0196-12-15 00:00:00,-2.1886883,0.8911476,0.31183624,-0.26841354,0.7032566,-0.5275097,-0.69522667,0.45271683,0.4296837
0197-01-15 00:00:00,-1.9903736,0.8327637,0.19647408,-0.22211266,0.9689026,-0.48389053,-0.4448166,0.43805695,0.31545258
0197-02-15 00:00:00,-1.6763611,0.6751118,0.2494793,-0.4493332,0.8295803,-0.4303875,-0.15892029,0.25782585,0.26488113
0197-03-15 00:00:00,-1.1840134,0.27385712,0.24554634,-0.5452652,0.71022606,-0.21157074,-0.19366074,0.070459366,0.44309998
0197-04-15 00:00:00,-0.88217545,0.17537689,0.6469536,-0.57814026,0.5436268,-0.011911392,-0.03715515,0.20938492,0.33441544
0197-05-15 00:00:00,-0.64422417,0.30760956,0.65330505,-0.4389572,0.5105953,0.026441574,0.041145325,0.18476868,0.22248077
0197-06-15 00:00:00,-0.4966259,0.0010089874,0.4756565,-0.63430023,0.4410324,0.06583023,0.23708916,0.14917374,0.034130096
0197-07-15 00:00:00,-0.40566635,-0.16744995,0.67699814,-0.6914921,0.37577438,0.08742905,0.31564522,0.30609512,-0.34592056
0197-08-15 00:00:00,-0.44372368,-0.22379684,0.6255951,-0.66646767,0.54346085,-0.11653328,0.671505,0.5116234,-0.20746231
0197-09-15 00:00:00,-0.48204422,-0.13670158,0.18416786,-0.8321018,0.5655441,0.28549767,0.933815,0.7604809,-0.19835663
0197-10-15 00:00:00,-0.6643486,-0.32435417,0.28373528,-0.6903324,0.3858242,0.5201912,1.0579872,0.70100784,0.100753784
0197-11-15 00:00:00,-0.48379135,-0.24096489,0.36522865,-0.6689911,0.528635,0.54805374,1.1340466,0.39883423,0.16360855
0197-12-15 00:00:00,-0.41561127,-0.37838364,0.34275627,-0.7366142,0.59667206,0.6879673,0.9739685,0.37623596,0.20297623
0198-01-15 00:00:00,-0.43589783,-0.57461166,0.27663803,-0.5135555,0.4301033,0.7173481,0.7452488,0.14749527,0.6424408
0198-02-15 00:00:00,-0.20310211,-0.63062096,0.04844284,-0.23008537,0.4255619,0.69402695,0.6116104,-0.41420937,0.62319183
0198-03-15 00:00:00,0.097652435,-0.6042099,-0.3981743,-0.10668945,0.11034393,0.76482964,0.11190033,-0.8450966,0.32642365
0198-04-15 00:00:00,0.27019882,-0.7543907,-0.28538132,0.16993713,-0.3246975,0.7817764,0.07282829,-1.0337791,0.2918434
0198-05-15 00:00:00,0.4085331,-0.6231289,-0.45446396,0.35782242,-0.24734497,0.6357212,0.17696762,-1.0557861,0.22618484
0198-06-15 00:00:00,0.56012726,-0.5590191,-0.5914936,0.22312737,-0.45918655,0.7419529,0.28865242,-1.1899891,0.19500732
0198-07-15 00:00:00,0.5689392,-0.44135094,-0.47917938,0.2609024,-0.67303085,0.9788017,0.001077652,-1.1241055,0.07814407
0198-08-15 00:00:00,0.56282806,-0.5690155,-0.41277504,0.31232643,-0.65963554,1.1865215,-0.30582047,-1.1035957,-0.1686821
0198-09-15 00:00:00,0.6554241,-0.5840149,-0.33008766,0.40606117,-0.74292564,1.1856956,-0.2455883,-1.0816097,-0.31767273
0198-10-15 00:00:00,1.0121784,-0.42603874,-0.6229572,0.54644966,-1.31674,1.0090618,-0.13107872,-1.2183247,-0.36195374
0198-11-15 00:00:00,1.3721695,-0.3846817,-0.69291115,0.6718826,-1.4949627,0.93300056,-0.09708214,-0.97937393,-0.3880577
0198-12-15 00:00:00,1.5655422,-0.19714737,-0.63523674,0.7634487,-1.4757595,0.89406204,-0.056352615,-0.7921238,-0.69978714
0199-01-15 00:00:00,1.5345268,0.15712929,-0.44892883,0.8141117,-1.489418,0.72779465,0.03126335,-0.83527565,-0.62231064
0199-02-15 00:00:00,1.5122986,0.30998993,-0.16897964,0.64154625,-1.2050228,0.70835686,0.02101326,-1.0632324,-0.65182114
0199-03-15 00:00:00,1.3849468,0.38128662,-0.26812935,0.66059875,-1.0075512,0.617836,0.09056854,-0.8177128,-0.5778942
0199-04-15 00:00:00,0.3457451,0.5388737,-0.33506775,0.6456623,-0.72102165,0.41823196,0.042751312,-0.47014618,-0.3566208
0199-05-15 00:00:00,-0.19237328,0.6664314,-0.083963394,0.77605057,-0.414814,0.25135612,-0.054424286,-0.3654518,-0.21648026
0199-06-15 00:00:00,-0.67129326,0.9148216,0.045267105,0.68198967,-0.17009926,-0.19566727,0.13569641,-0.2401123,-0.25535965
0199-07-15 00:00:00,-1.0920048,1.4537506,0.24872589,0.7850857,-0.22699547,-0.59259987,0.56615067,-0.054641724,-0.11869049
0199-08-15 00:00:00,-1.2317924,1.783617,0.44649124,0.7777443,-0.38360023,-0.6653843,0.93026924,0.114780426,-0.12054443
0199-09-15 00:00:00,-1.072403,1.9508381,0.43801498,0.7806072,-0.25165176,-0.48831177,0.6199131,0.2682972,-0.43493652
0199-10-15 00:00:00,-0.9656048,1.9760475,0.079452515,0.81739044,-0.24154663,-0.58545685,0.3248577,0.48069382,-0.5087967
0199-11-15 00:00:00,-0.8475647,2.2446537,0.07383919,0.9257107,-0.27116585,-0.5150337,0.14629745,0.5027771,-0.694973
0199-12-15 00:00:00,-1.0268726,2.3493176,0.24738693,0.9505825,-0.18775368,-0.5765114,0.010915756,0.43333817,-0.61820984
0200-01-15 00:00:00,-1.1805363,2.3129978,0.3482628,0.97711563,0.03890419,-0.85871315,-0.19069672,0.46677017,-0.8795357
0200-02-15 00:00:00,-1.0940952,2.02067,-0.0023422241,1.2091522,0.26533318,-0.85798454,-0.27803802,0.40086937,-0.7019386
0200-03-15 00:00:00,-0.91923714,1.7095566,-0.14598656,1.0527992,0.29885674,-0.65844154,-0.17543983,0.23371506,-0.41475296
0200-04-15 00:00:00,-0.86385536,1.2972984,-0.13753128,0.9685192,0.44353485,-0.39805794,-0.12991714,0.060760498,-0.23470306
0200-05-15 00:00:00,-0.81313705,0.6545868,-0.23369217,0.8164005,0.67097473,-0.29883194,0.095529556,0.06378937,-0.1870575
0200-06-15 00:00:00,-0.73119545,0.04934311,-0.27702713,0.83072853,0.8351002,-0.5185089,-0.2249279,0.00630188,-0.16830063
0200-07-15 00:00:00,-0.73566437,-0.26322937,-0.14920998,0.9325485,0.97512627,-0.8706436,-0.6764908,0.12876129,0.051231384
0200-08-15 00:00:00,-0.59703636,-0.46861458,0.1294365,0.8829403,1.1677494,-1.0153732,-0.91296196,0.12129593,0.18586731
0200-09-15 00:00:00,-0.49233246,-0.5661411,0.35285187,0.61657906,1.2802582,-0.9207039,-0.96502113,0.24951935,0.26099777
0200-10-15 00:00:00,-0.35172272,-0.7094574,0.32905388,0.5412674,1.2593765,-0.9060116,-0.78665924,0.19388008,0.036361694
0200-11-15 00:00:00,-0.28913498,-0.7046795,0.3887005,0.5419998,1.3810883,-0.86345863,-0.88085556,0.2405014,0.025165558
0200-12-15 00:00:00,-0.21748734,-0.9882164,0.32416725,0.38131905,1.502985,-0.77544403,-0.9420376,0.44305038,-0.008018494
0201-01-15 00:00:00,-0.1547203,-1.3205776,0.026107788,0.003189087,1.4094276,-0.6866379,-0.8011589,0.22332764,-0.15921783
0201-02-15 00:00:00,0.10432434,-1.3205051,0.09892464,-0.41269875,0.9337139,-0.4446907,-0.857811,0.49969673,-0.116355896
0201-03-15 00:00:00,0.38685608,-1.1599789,0.063243866,-0.56987,0.42699242,-0.27606964,-0.8555546,0.8900757,-0.16874695
0201-04-15 00:00:00,0.63420296,-0.8707199,-0.15056038,-0.6598778,0.58900833,0.05316925,-0.72314453,0.822525,-0.0848999
0201-05-15 00:00:00,0.64554787,-0.82237434,-0.21936226,-0.7182579,0.45479393,0.05851555,-0.42744064,0.5796623,-0.09449768
0201-06-15 00:00:00,0.82623863,-0.6419201,-0.39987755,-0.62722015,0.29958153,0.13256836,-0.24529648,0.7004852,-0.20693207
0201-07-15 00:00:00,0.8332062,-0.6307869,-0.47925758,-0.7323208,0.40015984,0.088077545,-0.11918831,0.9343643,-0.3451004
0201-08-15 00:00:00,0.697731,-0.6056423,-0.2991047,-0.90497017,0.30914688,-0.16908836,-0.0509758,1.2193642,-0.29386902
0201-09-15 00:00:00,0.83529854,-0.54073143,0.03627014,-1.150383,-0.054735184,-0.44680405,0.10216904,1.3154316,-0.4641266
0201-10-15 00:00:00,0.78901863,-0.5932503,0.22102737,-1.2672138,-0.22600555,-0.5792389,0.12408638,1.2666054,-0.60512924
0201-11-15 00:00:00,1.0861568,-0.65735054,0.21336555,-1.2393227,-0.3331337,-0.59451866,0.1858406,1.2898445,-0.672451
0201-12-15 00:00:00,1.2751446,-0.6138172,0.25216484,-1.2902584,-0.2674446,-0.6880188,0.18966293,1.1298447,-0.54322433
0202-01-15 00:00:00,1.2354527,-0.74188423,0.4465046,-1.1595364,-0.45660782,-0.6468735,0.089954376,0.9526863,-0.25247192
0202-02-15 00:00:00,1.0184803,-0.82748413,0.90704536,-0.82258415,-0.5072384,-0.67206573,-0.18595886,0.7625141,0.29973602
0202-03-15 00:00:00,0.353714,-0.7548351,1.0320206,-0.4442711,-0.38791275,-0.30630302,-0.32082367,0.4300003,0.5998001
0202-04-15 00:00:00,-0.033664703,-0.50525856,0.94373703,-0.3310604,-0.25349426,-0.091085434,-0.5729809,0.15499496,0.54691315
0202-05-15 00:00:00,0.018133163,-0.3523655,0.69042206,-0.21204948,-0.097810745,-0.064188,-0.6887913,0.18580627,0.7023659
0202-06-15 00:00:00,-0.12277222,-0.3567772,0.89351845,0.1365757,-0.28012466,-0.040058136,-0.7112732,0.086551666,0.6762657
0202-07-15 00:00:00,-0.20653725,-0.444067,0.9212456,0.3472538,-0.64339066,0.054815292,-0.88532066,-0.19833755,1.089817
0202-08-15 00:00:00,-0.4210987,-0.5855217,0.8845978,0.5738411,-1.0538216,0.076877594,-0.83452415,-0.2290554,1.2720947
0202-09-15 00:00:00,-0.54442215,-0.5014858,0.67578125,0.526968,-0.99080276,-0.19597435,-0.8287144,0.0810585,1.1836815
0202-10-15 00:00:00,-0.45053864,-0.68571854,0.8121147,0.72393227,-1.1519318,-0.24809647,-0.93294144,0.29436874,1.0855064
0202-11-15 00:00:00,-0.62714195,-0.7632408,0.78878784,0.6749134,-1.153368,-0.035427094,-1.0319824,0.28050613,0.96177673
0202-12-15 00:00:00,-0.65340996,-0.6804142,0.75982475,0.5296936,-1.194397,-0.18255234,-1.0084572,0.31560516,1.0172615
0203-01-15 00:00:00,-0.96432686,-0.56777,0.49461365,0.49670982,-1.2830715,-0.58693314,-1.0387249,0.1907425,1.4171295
0203-02-15 00:00:00,-1.0096626,-0.20292664,0.18168068,0.57304955,-0.78883743,-0.45693588,-0.9807663,0.07556343,1.5559692
0203-03-15 00:00:00,-0.7869072,-0.11776352,0.045757294,0.60741425,-0.33025932,0.014722824,-0.7598095,-0.11317253,0.9324684
0203-04-15 00:00:00,-0.6310291,0.0017910004,0.08358002,0.63617706,-0.19980812,0.28155708,-0.7475662,-0.22610283,0.56786346
0203-05-15 00:00:00,-0.43943214,0.030366898,0.38212776,0.57738876,-0.19944763,0.20258713,-0.57055473,-0.22520828,0.12116623
0203-06-15 00:00:00,-0.1801529,0.35703468,0.3810501,1.0166283,-0.043539047,0.3531704,-0.32835388,-0.1655693,0.21833801
0203-07-15 00:00:00,0.0016822815,0.44815826,0.2700386,1.4712849,0.087142944,0.52874565,-0.22873878,-0.4317112,0.09395218
0203-08-15 00:00:00,0.0013980865,0.41197777,0.30988884,1.8887291,0.22065163,0.42821884,-0.22890854,-1.2936401,-0.005001068
0203-09-15 00:00:00,0.18035126,0.40620422,0.55919266,1.986578,0.26569176,0.18730736,-0.31296158,-1.4887848,0.33909225
0203-10-15 00:00:00,0.4867859,0.2968483,0.7193966,2.0183659,0.3630123,0.13277817,-0.42513084,-1.4150944,0.5046768
0203-11-15 00:00:00,0.5964279,0.1745491,0.5348244,2.073759,0.33596802,0.07767677,-0.34833527,-1.5238037,0.63539124
0203-12-15 00:00:00,0.6959362,0.059923172,0.553915,2.3865967,0.48181915,0.19567108,-0.3360386,-1.4371567,0.49580765
0204-01-15 00:00:00,0.39897156,0.10749626,0.59539795,2.2551136,0.613245,0.18972206,-0.29120636,-1.4845963,0.77918625
0204-02-15 00:00:00,0.74897385,-0.018630981,0.40172195,2.061512,0.5435772,-0.09854317,-0.5215702,-1.4570885,0.858078
0204-03-15 00:00:00,1.1088161,0.20510292,0.32304764,1.6746578,0.7547512,-0.05062294,-0.58399963,-1.0666142,0.247509
0204-04-15 00:00:00,1.1688805,0.33506584,0.32227135,1.168457,0.6248989,-0.023571014,-0.37913513,-0.6132164,-0.27262497
0204-05-15 00:00:00,1.078495,0.35002327,0.35054016,1.0010376,0.31679916,-0.1095047,-0.25306702,-0.47472763,0.01241684
0204-06-15 00:00:00,1.3798141,0.05063057,0.4349022,0.61972046,0.29133987,0.23246002,-0.08215141,-0.46816635,0.13967896
0204-07-15 00:00:00,1.7476292,-0.31594658,0.47628975,-0.11209297,0.3211155,0.4107914,0.3926239,-0.4661827,-0.13557053
0204-08-15 00:00:00,1.8787975,-0.47290802,0.6351032,-0.5903034,0.45743752,0.79107857,0.6889076,-0.49700928,-0.38274765
0204-09-15 00:00:00,1.9544888,-0.66095734,0.6786423,-0.27528572,0.65351677,1.0302887,0.8172169,-0.63157463,-0.5746689
0204-10-15 00:00:00,2.309494,-0.5092144,0.73291016,-0.40673065,0.75250244,1.213665,0.9434166,-0.7430115,-0.65654373
0204-11-15 00:00:00,2.476593,-0.5759773,0.68135643,-0.38059616,0.695282,1.3098984,0.9821377,-0.8244972,-0.79655075
0204-12-15 00:00:00,2.5852833,-0.42477036,0.8026924,-0.44161224,0.5727768,1.3777199,1.0713367,-0.7490978,-0.82227707
0205-01-15 00:00:00,2.4442844,-0.43327522,0.7922802,-0.5111847,0.49360085,1.2446041,1.2810402,-0.50634956,-0.9238434
0205-02-15 00:00:00,2.2074242,-0.20355034,0.5186672,-0.64541435,0.27694893,1.2249107,1.2715168,-0.2624874,-1.0512104
0205-03-15 00:00:00,2.0139313,-0.025527954,0.25670242,-0.49537468,0.08216667,0.8741112,0.895628,0.34903336,-0.8155575
0205-04-15 00:00:00,1.5310898,-0.062318802,-0.1376915,-0.34791756,-0.29016304,0.37755203,0.81453323,0.20955658,-0.8063984
0205-05-15 00:00:00,1.0111637,-0.1018734,-0.32548332,-0.2999859,-0.5472584,0.2791195,0.8040161,-0.06655884,-0.7156372
0205-06-15 00:00:00,0.8521595,-0.22698212,-0.5067024,-0.30555344,-0.6582222,0.2829094,0.6431484,-0.16058731,-0.6116867
0205-07-15 00:00:00,0.66449356,-0.10959625,-0.87875557,-0.6069145,-0.7078934,-0.021398544,0.49110413,-0.17780876,-0.5139618
