,ERSSTv5
1938-10-31,-1.387458
1938-11-30,-1.4446706
1938-12-31,-1.5810663
1939-01-31,-1.7900383
1939-02-28,-1.6915181
1939-03-31,-0.7212856
1939-04-30,-0.47619876
1939-05-31,-0.16058418
1939-06-30,-0.22038206
1939-07-31,-0.021420069
1939-08-31,0.07083478
1939-09-30,-0.40361443
1939-10-31,-0.39542016
1939-11-30,-0.7331961
1939-12-31,-0.2548019
1940-01-31,0.67639697
1940-02-29,0.64699256
1940-03-31,0.914786
1940-04-30,0.27398884
1940-05-31,0.38453254
1940-06-30,0.32683653
1940-07-31,0.35637456
1940-08-31,0.7946635
1940-09-30,0.61243826
1940-10-31,0.326414
1940-11-30,1.2820752
1940-12-31,1.8595425
1941-01-31,1.78584
1941-02-28,1.9004767
1941-03-31,1.3357999
1941-04-30,0.8854312
1941-05-31,0.9110405
1941-06-30,0.6222085
1941-07-31,0.5102949
1941-08-31,0.45038024
1941-09-30,0.27431244
1941-10-31,0.5802168
1941-11-30,0.9296977
1941-12-31,0.9803356
1942-01-31,0.43382663
1942-02-28,0.10766474
1942-03-31,0.17536707
1942-04-30,0.21268483
1942-05-31,-0.18583725
1942-06-30,-0.57299817
1942-07-31,-1.3664572
1942-08-31,-1.7695106
1942-09-30,-2.1850445
1942-10-31,-2.1764445
1942-11-30,-2.1738906
1942-12-31,-2.144524
1943-01-31,-2.2720907
1943-02-28,-2.2065835
1943-03-31,-1.5466727
1943-04-30,-1.0717895
1943-05-31,-0.64926463
1943-06-30,-0.33109173
1943-07-31,-0.30219728
1943-08-31,-0.27410173
1943-09-30,-0.76547736
1943-10-31,-0.9994054
1943-11-30,-0.79843134
1943-12-31,-0.7453047
1944-01-31,-0.6951258
1944-02-29,-0.3200546
1944-03-31,0.20531388
1944-04-30,0.32115132
1944-05-31,-0.025457675
1944-06-30,-0.13167879
1944-07-31,0.007953556
1944-08-31,-0.32934678
1944-09-30,-0.77918166
1944-10-31,-1.3280709
1944-11-30,-1.018326
1944-12-31,-0.93355054
1945-01-31,-0.92470235
1945-02-28,-0.99690115
1945-03-31,-1.0983919
1945-04-30,-1.0127995
1945-05-31,-0.38336343
1945-06-30,-1.1734936
1945-07-31,-0.92089766
1945-08-31,-0.89427596
1945-09-30,-0.7029586
1945-10-31,-2.0413585
1945-11-30,-0.36728168
1945-12-31,-0.33194685
1946-01-31,-0.3407124
1946-02-28,-1.3578163
1946-03-31,-0.94902074
1946-04-30,-0.5362664
1946-05-31,-0.25116688
1946-06-30,-1.009503
1946-07-31,-1.3524684
1946-08-31,-1.9585346
1946-09-30,-1.7234129
1946-10-31,-0.8781463
1946-11-30,-0.75213605
1946-12-31,0.3325697
1947-01-31,-0.28544158
1947-02-28,-0.21457176
1947-03-31,-0.16489713
1947-04-30,-0.19218244
1947-05-31,0.16924605
1947-06-30,-0.19291715
1947-07-31,-0.49619165
1947-08-31,-0.7746612
1947-09-30,-0.70677626
1947-10-31,-1.6919153
1947-11-30,-1.8395567
1947-12-31,-0.24049798
1948-01-31,0.16307122
1948-02-29,0.26703674
1948-03-31,-0.85134184
1948-04-30,0.10342188
1948-05-31,0.2345907
1948-06-30,-0.6220315
1948-07-31,-1.1197487
1948-08-31,-1.2262461
1948-09-30,-1.4076979
1948-10-31,-1.5166019
1948-11-30,-1.5983036
1948-12-31,-0.73946077
1949-01-31,-0.64477164
1949-02-28,-0.8040469
1949-03-31,-0.4803679
1949-04-30,-0.34269118
1949-05-31,-0.9261667
1949-06-30,-1.1584457
1949-07-31,-1.0290325
1949-08-31,-0.87099457
1949-09-30,-0.92915356
1949-10-31,-1.2422931
1949-11-30,-1.6401379
1949-12-31,-2.0822928
1950-01-31,-2.0384161
1950-02-28,-1.7238123
1950-03-31,-1.3800299
1950-04-30,-1.4062595
1950-05-31,-1.6239872
1950-06-30,-1.093016
1950-07-31,-0.868783
1950-08-31,-0.93399465
1950-09-30,-1.0237687
1950-10-31,-1.0117428
1950-11-30,-1.1873112
1950-12-31,-1.3125207
1951-01-31,-1.3431946
1951-02-28,-1.0675051
1951-03-31,-0.34744242
1951-04-30,-0.10208416
1951-05-31,0.10939467
1951-06-30,0.16659774
1951-07-31,0.4422244
1951-08-31,0.20114815
1951-09-30,0.4642459
1951-10-31,0.5008865
1951-11-30,0.6009934
1951-12-31,0.3106653
1952-01-31,0.07656396
1952-02-29,-0.040050346
1952-03-31,-0.07272421
1952-04-30,0.114223026
1952-05-31,-0.025607461
1952-06-30,-0.3808743
1952-07-31,-0.62460357
1952-08-31,-0.51710564
1952-09-30,-0.4030376
1952-10-31,-0.44163662
1952-11-30,-0.7346195
1952-12-31,-0.3991513
1953-01-31,0.14006415
1953-02-28,0.20875172
1953-03-31,0.31174916
1953-04-30,0.3373569
1953-05-31,0.45811686
1953-06-30,0.55445147
1953-07-31,0.27467376
1953-08-31,0.117867805
1953-09-30,0.2419424
1953-10-31,0.172727
1953-11-30,0.22561069
1953-12-31,0.4001298
1954-01-31,0.37857834
1954-02-28,0.23756996
1954-03-31,-0.34845024
1954-04-30,-1.0451316
1954-05-31,-0.7033032
1954-06-30,-0.77238786
1954-07-31,-1.0459945
1954-08-31,-1.3943521
1954-09-30,-1.6442467
1954-10-31,-1.4704651
1954-11-30,-1.0866792
1954-12-31,-1.3441021
1955-01-31,-0.9781414
1955-02-28,-0.9745137
1955-03-31,-1.0286651
1955-04-30,-1.0849577
1955-05-31,-1.1625187
1955-06-30,-1.0192268
1955-07-31,-1.0108554
1955-08-31,-1.3099816
1955-09-30,-1.4789858
1955-10-31,-2.2869937
1955-11-30,-2.3989005
1955-12-31,-2.036071
1956-01-31,-1.2542903
1956-02-29,-1.0172802
1956-03-31,-0.79162234
1956-04-30,-0.83750075
1956-05-31,-0.6868032
1956-06-30,-0.7528855
1956-07-31,-0.92647094
1956-08-31,-1.1414859
1956-09-30,-1.0325079
1956-10-31,-0.95298517
1956-11-30,-1.0916983
1956-12-31,-0.89974785
1957-01-31,-0.5587617
1957-02-28,-0.25314537
1957-03-31,0.19930336
1957-04-30,0.53406006
1957-05-31,0.7207655
1957-06-30,0.78345597
1957-07-31,0.99663794
1957-08-31,0.86761415
1957-09-30,0.66626185
1957-10-31,0.7114686
1957-11-30,0.96417606
1957-12-31,1.2862295
1958-01-31,1.7182541
1958-02-28,1.4464582
1958-03-31,1.0085638
1958-04-30,0.58137274
1958-05-31,0.486394
1958-06-30,0.421146
1958-07-31,0.16424985
1958-08-31,0.03115422
1958-09-30,-0.35879657
1958-10-31,-0.2494919
1958-11-30,0.098749444
1958-12-31,0.009255645
1959-01-31,0.47191986
1959-02-28,0.38800904
1959-03-31,0.21164909
1959-04-30,0.18348877
1959-05-31,-0.12234863
1959-06-30,-0.19916292
1959-07-31,-0.71859735
1959-08-31,-0.7259368
1959-09-30,-0.8361775
1959-10-31,-0.4570743
1959-11-30,-0.60878736
1959-12-31,-0.4268794
1960-01-31,-0.3348194
1960-02-29,-0.4996439
1960-03-31,-0.26998273
1960-04-30,-0.20636237
1960-05-31,-0.1394096
1960-06-30,-0.32879376
1960-07-31,-0.27649403
1960-08-31,-0.12496705
1960-09-30,-0.3288473
1960-10-31,-0.48127747
1960-11-30,-0.404224
1960-12-31,-0.38633823
1961-01-31,-0.36593783
1961-02-28,-0.23346627
1961-03-31,-0.3168121
1961-04-30,-0.32618773
1961-05-31,-0.07061332
1961-06-30,0.09429568
1961-07-31,-0.27948758
1961-08-31,-0.63508874
1961-09-30,-0.9804757
1961-10-31,-0.9917097
1961-11-30,-0.58589345
1961-12-31,-0.6294439
1962-01-31,-0.63472337
1962-02-28,-0.5959428
1962-03-31,-0.45054626
1962-04-30,-0.5616718
1962-05-31,-0.7674407
1962-06-30,-0.48605976
1962-07-31,-0.39696857
1962-08-31,-0.49190822
1962-09-30,-0.8240733
1962-10-31,-0.7319496
1962-11-30,-0.89931947
1962-12-31,-0.9352821
1963-01-31,-0.826718
1963-02-28,-0.56264704
1963-03-31,-0.076625034
1963-04-30,0.091860995
1963-05-31,-0.18645366
1963-06-30,0.049566258
1963-07-31,0.62213624
1963-08-31,0.65453744
1963-09-30,0.6340569
1963-10-31,0.6574054
1963-11-30,0.80990756
1963-12-31,1.0033342
1964-01-31,0.7338416
1964-02-29,0.33892244
1964-03-31,-0.23659019
1964-04-30,-0.74715745
1964-05-31,-1.0008762
1964-06-30,-0.98082954
1964-07-31,-0.82166034
1964-08-31,-1.2280185
1964-09-30,-1.4402236
1964-10-31,-1.3326361
1964-11-30,-1.3955656
1964-12-31,-1.3848302
1965-01-31,-0.9410635
1965-02-28,-0.59000146
1965-03-31,-0.3080322
1965-04-30,-0.3111886
1965-05-31,0.17226803
1965-06-30,0.52261865
1965-07-31,0.74270594
1965-08-31,1.1438732
1965-09-30,1.2404206
1965-10-31,1.4575857
1965-11-30,1.4562004
1965-12-31,1.3418194
1966-01-31,1.0662957
1966-02-28,0.7615534
1966-03-31,0.9537875
1966-04-30,0.46591672
1966-05-31,-0.26917377
1966-06-30,0.07179304
1966-07-31,0.17036034
1966-08-31,-0.3338287
1966-09-30,-0.48672563
1966-10-31,-0.4717639
1966-11-30,-0.42349252
1966-12-31,-0.58271277
1967-01-31,-0.7201084
1967-02-28,-0.6730916
1967-03-31,-0.7487276
1967-04-30,-0.9466181
1967-05-31,-0.46584335
1967-06-30,-0.097399615
1967-07-31,-0.19024473
1967-08-31,-0.38631392
1967-09-30,-0.90648365
1967-10-31,-0.72983056
1967-11-30,-0.5756142
1967-12-31,-0.65888613
1968-01-31,-0.9064711
1968-02-29,-1.0988626
1968-03-31,-0.9182962
1968-04-30,-0.59120476
1968-05-31,-0.62858164
1968-06-30,0.30741417
1968-07-31,0.4153389
1968-08-31,0.19099848
1968-09-30,-0.036434174
1968-10-31,0.052268177
1968-11-30,0.5465375
1968-12-31,0.66061723
1969-01-31,0.9002409
1969-02-28,1.0695927
1969-03-31,0.5711108
1969-04-30,0.44279212
1969-05-31,0.47305375
1969-06-30,0.13306002
1969-07-31,-0.06948401
1969-08-31,0.20421763
1969-09-30,0.3930246
1969-10-31,0.64476407
1969-11-30,0.45782837
1969-12-31,0.37840027
1970-01-31,0.2381939
1970-02-28,0.16997345
1970-03-31,-0.10603718
1970-04-30,0.052288126
1970-05-31,-0.18567495
1970-06-30,-0.5269388
1970-07-31,-0.94477165
1970-08-31,-1.2196407
1970-09-30,-1.1179758
1970-10-31,-1.1021651
1970-11-30,-1.0840977
1970-12-31,-1.336023
1971-01-31,-1.7776845
1971-02-28,-1.596536
1971-03-31,-1.3255267
1971-04-30,-1.0547291
1971-05-31,-0.8640375
1971-06-30,-0.9652227
1971-07-31,-1.0279065
1971-08-31,-1.0685437
1971-09-30,-1.0471611
1971-10-31,-1.2295854
1971-11-30,-1.0984839
1971-12-31,-1.2356603
1972-01-31,-0.9662528
1972-02-29,-0.48218375
1972-03-31,-0.16447453
1972-04-30,0.2026309
1972-05-31,0.49482545
1972-06-30,0.6185991
1972-07-31,0.9853462
1972-08-31,1.1274974
1972-09-30,1.1831055
1972-10-31,1.5595515
1972-11-30,1.9454225
1972-12-31,2.0739453
1973-01-31,1.7352715
1973-02-28,1.1576064
1973-03-31,0.29728538
1973-04-30,-0.44471997
1973-05-31,-0.8499099
1973-06-30,-1.0137527
1973-07-31,-1.3932729
1973-08-31,-1.5872694
1973-09-30,-1.6932818
1973-10-31,-1.9591324
1973-11-30,-2.3104758
1973-12-31,-2.264678
1974-01-31,-2.132904
1974-02-28,-1.679869
1974-03-31,-1.4021639
1974-04-30,-1.2189553
1974-05-31,-1.1712677
1974-06-30,-1.0292554
1974-07-31,-0.7577826
1974-08-31,-0.48496956
1974-09-30,-0.6861345
1974-10-31,-0.9243328
1974-11-30,-1.0444041
1974-12-31,-0.9801172
1975-01-31,-0.500358
1975-02-28,-0.7104047
1975-03-31,-1.0539984
1975-04-30,-0.825138
1975-05-31,-1.0151345
1975-06-30,-1.3275814
1975-07-31,-1.2485063
1975-08-31,-1.4776938
1975-09-30,-1.7015667
1975-10-31,-1.8092678
1975-11-30,-1.6046795
1975-12-31,-1.9348663
1976-01-31,-2.055833
1976-02-29,-1.2990968
1976-03-31,-0.79510003
1976-04-30,-0.80332774
1976-05-31,-0.6170172
1976-06-30,-0.21469513
1976-07-31,-0.028928155
1976-08-31,0.16290314
1976-09-30,0.26015106
1976-10-31,0.76501596
1976-11-30,0.7563225
1976-12-31,0.47860613
1977-01-31,0.72279435
1977-02-28,0.34049782
1977-03-31,0.22014618
1977-04-30,-0.2478861
1977-05-31,-0.09573941
1977-06-30,0.17604771
1977-07-31,0.22677512
1977-08-31,0.031202596
1977-09-30,0.35703874
1977-10-31,0.6405813
1977-11-30,0.5321111
1977-12-31,0.6834208
1978-01-31,0.5674173
1978-02-28,0.21723652
1978-03-31,-0.16091558
1978-04-30,-0.5742511
1978-05-31,-0.6187866
1978-06-30,-0.5437907
1978-07-31,-0.4143153
1978-08-31,-0.7473872
1978-09-30,-0.7453323
1978-10-31,-0.44684845
1978-11-30,-0.32675985
1978-12-31,-0.064774886
1979-01-31,-0.18119657
1979-02-28,-0.24879992
1979-03-31,0.016970987
1979-04-30,0.14600353
1979-05-31,-0.12374137
1979-06-30,-0.1282377
1979-07-31,-0.32479376
1979-08-31,-0.0613044
1979-09-30,0.23495355
1979-10-31,0.13585696
1979-11-30,0.34122592
1979-12-31,0.508767
1980-01-31,0.48988152
1980-02-29,0.18777658
1980-03-31,0.057440024
1980-04-30,0.06440321
1980-05-31,0.19846809
1980-06-30,0.37706196
1980-07-31,0.08094257
1980-08-31,-0.33520502
1980-09-30,-0.31474194
1980-10-31,-0.23390925
1980-11-30,-0.048825722
1980-12-31,0.040826254
1981-01-31,-0.40946752
1981-02-28,-0.66843337
1981-03-31,-0.59939164
1981-04-30,-0.39788795
1981-05-31,-0.4555986
1981-06-30,-0.2961232
1981-07-31,-0.49893194
1981-08-31,-0.49203286
1981-09-30,-0.23438811
1981-10-31,-0.2782065
1981-11-30,-0.35795623
1981-12-31,-0.20292416
1982-01-31,0.08032342
1982-02-28,-0.19273359
1982-03-31,0.16444354
1982-04-30,0.3394156
1982-05-31,0.5689186
1982-06-30,0.6944367
1982-07-31,0.50818896
1982-08-31,0.7632964
1982-09-30,1.4489982
1982-10-31,1.9982618
1982-11-30,1.9629358
1982-12-31,2.1843777
1983-01-31,2.28529
1983-02-28,1.8959347
1983-03-31,1.406348
1983-04-30,1.079241
1983-05-31,1.0221989
1983-06-30,0.7151757
1983-07-31,0.040432036
1983-08-31,-0.21539275
1983-09-30,-0.55176526
1983-10-31,-1.1242588
1983-11-30,-1.2308778
1983-12-31,-1.029639
1984-01-31,-0.71925217
1984-02-29,-0.22256601
1984-03-31,-0.48231536
1984-04-30,-0.5492953
1984-05-31,-0.61817205
1984-06-30,-0.73660827
1984-07-31,-0.36798915
1984-08-31,-0.20915492
1984-09-30,-0.3797959
1984-10-31,-0.6562903
1984-11-30,-1.1318562
1984-12-31,-1.3448668
1985-01-31,-1.205324
1985-02-28,-0.75536543
1985-03-31,-0.7550737
1985-04-30,-1.041852
1985-05-31,-0.90874815
1985-06-30,-0.750018
1985-07-31,-0.60018396
1985-08-31,-0.5190463
1985-09-30,-0.7394438
1985-10-31,-0.4675207
1985-11-30,-0.32464856
1985-12-31,-0.41316396
1986-01-31,-0.7052954
1986-02-28,-0.7270289
1986-03-31,-0.37695166
1986-04-30,-0.20079315
1986-05-31,-0.4088544
1986-06-30,-0.13709876
1986-07-31,0.028181339
1986-08-31,0.3561106
1986-09-30,0.48443395
1986-10-31,0.8196437
1986-11-30,1.0539253
1986-12-31,1.1089888
1987-01-31,1.0780362
1987-02-28,1.0973442
1987-03-31,1.0132663
1987-04-30,0.7050142
1987-05-31,0.7411887
1987-06-30,1.0802947
1987-07-31,1.4286875
1987-08-31,1.6004034
1987-09-30,1.6025902
1987-10-31,1.2574173
1987-11-30,1.1218818
1987-12-31,0.9378579
1988-01-31,0.85332716
1988-02-29,0.2448688
1988-03-31,0.12938008
1988-04-30,-0.31363434
1988-05-31,-1.1322736
1988-06-30,-1.5714257
1988-07-31,-1.5933257
1988-08-31,-1.1479803
1988-09-30,-1.0385656
1988-10-31,-1.8706992
1988-11-30,-1.9936736
1988-12-31,-1.9655422
1989-01-31,-2.0072458
1989-02-28,-1.4999931
1989-03-31,-1.1728791
1989-04-30,-0.94248724
1989-05-31,-0.7507482
1989-06-30,-0.4185092
1989-07-31,-0.43464455
1989-08-31,-0.48930198
1989-09-30,-0.34192413
1989-10-31,-0.3800319
1989-11-30,-0.40088576
1989-12-31,-0.1407249
1990-01-31,-0.034451924
1990-02-28,0.18342304
1990-03-31,0.079961576
1990-04-30,0.20934959
1990-05-31,0.20110615
1990-06-30,0.083657525
1990-07-31,0.23201227
1990-08-31,0.2614595
1990-09-30,0.18196179
1990-10-31,0.23851764
1990-11-30,0.15965061
1990-12-31,0.35268974
1991-01-31,0.44058833
1991-02-28,0.286513
1991-03-31,0.07223646
1991-04-30,0.32117796
1991-05-31,0.38731578
1991-06-30,0.6873105
1991-07-31,0.9018757
1991-08-31,0.7148811
1991-09-30,0.38169324
1991-10-31,0.8805342
1991-11-30,1.2419294
1991-12-31,1.6706448
1992-01-31,1.7720506
1992-02-29,1.7334297
1992-03-31,1.4022917
1992-04-30,1.3207191
1992-05-31,1.1514978
1992-06-30,0.7397196
1992-07-31,0.3636468
1992-08-31,0.095140055
1992-09-30,-0.1004912
1992-10-31,-0.27595475
1992-11-30,-0.22991212
1992-12-31,-0.15699455
1993-01-31,0.098485306
1993-02-28,0.3802733
1993-03-31,0.42014837
1993-04-30,0.7168642
1993-05-31,0.8923191
1993-06-30,0.51871043
1993-07-31,0.36512813
1993-08-31,0.17237668
1993-09-30,0.3134356
1993-10-31,0.08034037
1993-11-30,0.05895402
1993-12-31,0.15558024
1994-01-31,0.04970263
1994-02-28,0.025697563
1994-03-31,0.1342111
1994-04-30,0.3835018
1994-05-31,0.42001286
1994-06-30,0.47685018
1994-07-31,0.38587895
1994-08-31,0.5661741
1994-09-30,0.43547955
1994-10-31,0.7757451
1994-11-30,1.1611364
1994-12-31,1.2461095
1995-01-31,0.9719248
1995-02-28,0.702287
1995-03-31,0.49849445
1995-04-30,0.41182128
1995-05-31,0.009161493
1995-06-30,0.026499307
1995-07-31,-0.068086565
1995-08-31,-0.5829011
1995-09-30,-0.8742607
1995-10-31,-0.85079
1995-11-30,-1.0457253
1995-12-31,-0.94430315
1996-01-31,-0.89978045
1996-02-29,-0.88741934
1996-03-31,-0.571254
1996-04-30,-0.33544195
1996-05-31,-0.26475194
1996-06-30,-0.2701459
1996-07-31,-0.29658616
1996-08-31,-0.1762752
1996-09-30,-0.48480564
1996-10-31,-0.42193788
1996-11-30,-0.35983878
1996-12-31,-0.6480371
1997-01-31,-0.576122
1997-02-28,-0.40128893
1997-03-31,-0.20952049
1997-04-30,0.29170352
1997-05-31,0.7585224
1997-06-30,1.2526608
1997-07-31,1.6966515
1997-08-31,1.9284347
1997-09-30,2.086335
1997-10-31,2.3760695
1997-11-30,2.4572546
1997-12-31,2.279915
1998-01-31,2.3271782
1998-02-28,1.9942013
1998-03-31,1.3697551
1998-04-30,0.91795886
1998-05-31,0.699288
1998-06-30,-0.21162388
1998-07-31,-0.83300275
1998-08-31,-1.2248611
1998-09-30,-1.2869408
1998-10-31,-1.4361808
1998-11-30,-1.4046757
1998-12-31,-1.684761
1999-01-31,-1.728582
1999-02-28,-1.3487539
1999-03-31,-0.91669196
1999-04-30,-0.98288935
1999-05-31,-1.0222509
1999-06-30,-1.019707
1999-07-31,-1.0212687
1999-08-31,-1.1740419
1999-09-30,-1.1249315
1999-10-31,-1.2139664
1999-11-30,-1.5256952
1999-12-31,-1.7378817
2000-01-31,-1.8057369
2000-02-29,-1.5667498
2000-03-31,-0.94825184
2000-04-30,-0.731141
2000-05-31,-0.739377
2000-06-30,-0.61327684
2000-07-31,-0.52281797
2000-08-31,-0.44526067
2000-09-30,-0.55203086
2000-10-31,-0.6724579
2000-11-30,-0.7333512
2000-12-31,-0.9173775
2001-01-31,-0.7751564
2001-02-28,-0.657205
2001-03-31,-0.44206244
2001-04-30,-0.35622272
2001-05-31,-0.21191204
2001-06-30,-0.02311953
2001-07-31,0.10196253
2001-08-31,-0.009807113
2001-09-30,-0.23764253
2001-10-31,-0.121305026
2001-11-30,-0.31343773
2001-12-31,-0.40944862
2002-01-31,-0.19622758
2002-02-28,-0.06954925
2002-03-31,0.042839695
2002-04-30,0.15456803
2002-05-31,0.42656326
2002-06-30,0.8800023
2002-07-31,0.8795595
2002-08-31,0.90730506
2002-09-30,1.0493755
2002-10-31,1.2612333
2002-11-30,1.5103787
2002-12-31,1.362961
2003-01-31,0.55735767
2003-02-28,0.6101804
2003-03-31,0.3986472
2003-04-30,-0.0083564585
2003-05-31,-0.491973
2003-06-30,-0.11897485
2003-07-31,0.34693947
2003-08-31,0.29604203
2003-09-30,0.2281374
2003-10-31,0.443957
2003-11-30,0.39091054
2003-12-31,0.43311816
2004-01-31,0.22923951
2004-02-29,0.20636527
2004-03-31,0.1537554
2004-04-30,0.19682267
2004-05-31,0.17120768
2004-06-30,0.2907196
2004-07-31,0.6183952
2004-08-31,0.7908993
2004-09-30,0.76664937
2004-10-31,0.7439089
2004-11-30,0.7095377
2004-12-31,0.7370987
2005-01-31,0.6122185
2005-02-28,0.3293745
2005-03-31,0.48014998
2005-04-30,0.39059952
2005-05-31,0.42183536
2005-06-30,0.21233103
2005-07-31,-0.08359284
2005-08-31,-0.0084551
2005-09-30,-0.07176237
2005-10-31,-0.043437652
2005-11-30,-0.5404059
2005-12-31,-0.9257506
2006-01-31,-0.95739925
2006-02-28,-0.70220023
2006-03-31,-0.6753216
2006-04-30,-0.18632166
2006-05-31,0.02928797
2006-06-30,0.16780916
2006-07-31,0.14834026
2006-08-31,0.34898177
2006-09-30,0.5638586
2006-10-31,0.7223331
2006-11-30,1.0449501
2006-12-31,1.1358744
2007-01-31,0.65530604
2007-02-28,0.103688225
2007-03-31,-0.13998953
2007-04-30,-0.18243115
2007-05-31,-0.3525268
2007-06-30,-0.18875018
2007-07-31,-0.4458166
2007-08-31,-0.67869234
2007-09-30,-1.1484857
2007-10-31,-1.3660885
2007-11-30,-1.478354
2007-12-31,-1.582795
2008-01-31,-1.7249527
2008-02-29,-1.692589
2008-03-31,-1.1717823
2008-04-30,-0.85781085
2008-05-31,-0.72437745
2008-06-30,-0.5168547
2008-07-31,-0.15691574
2008-08-31,-0.08892417
2008-09-30,-0.2897748
2008-10-31,-0.32705376
2008-11-30,-0.4049251
2008-12-31,-0.86221856
2009-01-31,-0.932961
2009-02-28,-0.81882745
2009-03-31,-0.66004914
2009-04-30,-0.21875052
2009-05-31,0.17602818
2009-06-30,0.48101586
2009-07-31,0.6243504
2009-08-31,0.6051878
2009-09-30,0.64427626
2009-10-31,0.9105104
2009-11-30,1.5030363
2009-12-31,1.7283709
2010-01-31,1.4663957
2010-02-28,1.2213538
2010-03-31,0.9332185
2010-04-30,0.5180591
2010-05-31,-0.09555491
2010-06-30,-0.51710534
2010-07-31,-0.92469966
2010-08-31,-1.3387723
2010-09-30,-1.6280181
2010-10-31,-1.6640108
2010-11-30,-1.5876663
2010-12-31,-1.6065502
2011-01-31,-1.579798
2011-02-28,-1.1287555
2011-03-31,-0.8755022
2011-04-30,-0.6231512
2011-05-31,-0.39766154
2011-06-30,-0.20741048
2011-07-31,-0.2778201
2011-08-31,-0.59635013
2011-09-30,-0.83146477
2011-10-31,-1.021944
2011-11-30,-1.1240871
2011-12-31,-1.0591382
2012-01-31,-0.91259944
2012-02-29,-0.7018956
2012-03-31,-0.57623005
2012-04-30,-0.36802927
2012-05-31,-0.2021143
2012-06-30,0.18719016
2012-07-31,0.38884738
2012-08-31,0.50437295
2012-09-30,0.33944243
2012-10-31,0.2814439
2012-11-30,0.20517512
2012-12-31,-0.26106238
2013-01-31,-0.5655864
2013-02-28,-0.53856957
2013-03-31,-0.21430287
2013-04-30,-0.11650796
2013-05-31,-0.28077275
2013-06-30,-0.2621358
2013-07-31,-0.24940291
2013-08-31,-0.33913082
2013-09-30,-0.2181088
2013-10-31,-0.17784607
2013-11-30,-0.08836579
2013-12-31,-0.17404544
2014-01-31,-0.5440671
2014-02-28,-0.65373814
2014-03-31,-0.24885674
2014-04-30,0.20894805
2014-05-31,0.4262104
2014-06-30,0.3834298
2014-07-31,0.0698761
2014-08-31,0.0065632164
2014-09-30,0.24019341
2014-10-31,0.45249113
2014-11-30,0.79430884
2014-12-31,0.7001271
2015-01-31,0.47515553
2015-02-28,0.40578038
2015-03-31,0.5174699
2015-04-30,0.82960355
2015-05-31,1.0364428
2015-06-30,1.3414856
2015-07-31,1.5940651
2015-08-31,1.9614277
2015-09-30,2.158643
2015-10-31,2.3764243
2015-11-30,2.7612033
2015-12-31,2.654006
2016-01-31,2.5147953
2016-02-29,2.2191548
2016-03-31,1.6583805
2016-04-30,1.040457
2016-05-31,0.43358856
2016-06-30,0.15006177
2016-07-31,-0.3227168
2016-08-31,-0.52050275
2016-09-30,-0.60018504
2016-10-31,-0.7078673
2016-11-30,-0.6942643
2016-12-31,-0.50167054
2017-01-31,-0.46205086
2017-02-28,-0.10569324
2017-03-31,0.07449354
2017-04-30,0.34306917
2017-05-31,0.4805386
2017-06-30,0.5077506
2017-07-31,0.4076921
2017-08-31,-0.10337739
2017-09-30,-0.46045637
2017-10-31,-0.53644115
2017-11-30,-0.90145206
2017-12-31,-0.99202365
2018-01-31,-1.0288031
2018-02-28,-0.8153657
2018-03-31,-0.7670265
2018-04-30,-0.3796777
2018-05-31,-0.08174588
2018-06-30,0.22007303
2018-07-31,0.27822426
2018-08-31,0.14749181
2018-09-30,0.44167787
2018-10-31,0.93087435
2018-11-30,0.9660864
2018-12-31,0.8835293
2019-01-31,0.60516983
2019-02-28,0.68806416
2019-03-31,0.8427218
2019-04-30,0.7545673
2019-05-31,0.67434794
2019-06-30,0.62035704
2019-07-31,0.49529415
2019-08-31,0.090371676
2019-09-30,0.00048713683
2019-10-31,0.5108566
2019-11-30,0.5790707
2019-12-31,0.51817286
2020-01-31,0.55746305
2020-02-29,0.3383553
2020-03-31,0.5130476
2020-04-30,0.49251136
2020-05-31,-0.15501551
2020-06-30,-0.17071837
2020-07-31,-0.15735355
2020-08-31,-0.5456227
2020-09-30,-0.8687277
2020-10-31,-1.2316905
2020-11-30,-1.3663347
2020-12-31,-1.1554635
